GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P        PERMP  NPERM
ENSG00000155660    7  148700154  148725733    191      17  10000       0.8925      0.18606        0.132   1000
ENSG00000197362    7  148766735  148787874    335      24  10000       1.7446     0.040527        0.043   1000
ENSG00000204947    7  148799876  148823438    164      19  10000       2.1287     0.016638        0.025   1000
ENSG00000240877    7  148822785  148823078      8       2  10000      -1.1594      0.87686        0.925   1000
ENSG00000197024    7  148823508  148879894    100       5  10000       1.6459     0.049894        0.041   1000
ENSG00000239719    7  148888135  148888315      1       1  10000      0.79125       0.2144          0.2   1000
ENSG00000170265    7  148892577  148923339      8       2  10000      0.79223      0.21411        0.198   1000
ENSG00000170260    7  148936742  148952700     62       9  10000      0.93721      0.17433        0.165   1000
ENSG00000204946    7  148959262  148982082    109      15  10000    -0.098272      0.53914        0.532   1000
ENSG00000244560    7  148982372  148994403    113      15  10000      0.23527        0.407        0.366   1000
ENSG00000215311    7  149031115  149031948     33       4  10000     -0.72521      0.76584        0.764   1000
ENSG00000228151    7  149095295  149098547     26       3  10000     -0.32118      0.62596        0.609   1000
ENSG00000261842    7  149119766  149121981     53       5  10000       1.5425     0.061477        0.053   1000
ENSG00000196453    7  149128454  149158214     58       5  10000     0.035223      0.48595        0.463   1000
ENSG00000133624    7  149244245  149321843     52       2  10000      0.27412        0.392        0.403   1000
ENSG00000133619    7  149412102  149431664     41       5  10000      0.16635      0.43394        0.387   1000
ENSG00000181444    7  149461271  149470568     56       8  10000      0.35492      0.36132        0.321   1000
ENSG00000197558    7  149473131  149531054     55       9  10000      0.75481      0.22518        0.196   1000
ENSG00000106479    7  149535456  149564568      1       1  10000     0.016043       0.4936        0.526   1000
ENSG00000204934    7  149564786  149577699    145      16  10000       1.2499      0.10567        0.088   1000
ENSG00000171130    7  149570057  149577787    172      21  10000       1.6497       0.0495        0.049   1000
ENSG00000273293    7  149578448  149578669     58       6  10000       1.8591     0.031507        0.024   1000
ENSG00000273011    7  149587828  149588505      1       1  10000       3.3621    0.0003867       0.0006  10000
ENSG00000224016    7  149588280  149606793     15       4  10000       3.9719   3.5654e-05       0.0003  10000
ENSG00000260555    7  149697841  149702213      2       1  10000       0.8851      0.18805        0.191   1000
ENSG00000241449    7  149737610  149773744      6       1  10000      -1.4075      0.92036        0.921   1000
ENSG00000106526    7  149941008  150000069    212      24  10000      -1.3877      0.91738        0.948   1000
ENSG00000127399    7  150020352  150035239    148      10  10000      -1.6005      0.94525        0.993   1000
ENSG00000188707    7  150026878  150029810    133       8  10000      -1.3729       0.9151        0.981   1000
ENSG00000106538    7  150035408  150038763     66       3  10000     -0.84919      0.80211        0.879   1000
ENSG00000261305    7  150038860  150039696    115       5  10000      -1.2861       0.9008         0.97   1000
ENSG00000240449    7  150060866  150069679      2       1  10000      -1.5583      0.94042        0.939   1000
ENSG00000214022    7  150065361  150071133    129       7  10000      -1.1162      0.86784        0.944   1000
ENSG00000196456    7  150076424  150095719     47       3  10000       3.6407   0.00013596       0.0002  10000
ENSG00000242258    7  150130742  150145228     16       5  10000      0.15685      0.43768         0.42   1000
ENSG00000171115    7  150147718  150176480     54       5  10000      0.22675      0.41031        0.354   1000
ENSG00000179144    7  150211918  150218161      5       2  10000     -0.89338      0.81417        0.828   1000
ENSG00000133574    7  150264365  150271043    211      10  10000     -0.05092      0.52031        0.492   1000
ENSG00000133561    7  150322463  150329736      5       2  10000      -1.3534      0.91203        0.957   1000
ENSG00000106560    7  150382788  150390729     48       4  10000     0.086832       0.4654        0.436   1000
ENSG00000213203    7  150413645  150421372     24       3  10000      0.17652      0.42994        0.419   1000
ENSG00000196329    7  150419341  150441151      4       1  10000     -0.95377       0.8299        0.845   1000
ENSG00000241134    7  150446824  150447182      9       2  10000      -0.9009      0.81618        0.818   1000
ENSG00000106565    7  150488373  150498448    247      31  10000        1.307     0.095608        0.074   1000
ENSG00000002933    7  150497491  150502208    144      14  10000      0.69694      0.24292        0.167   1000
ENSG00000055118    7  150642049  150675403     19       3  10000       1.2011      0.11485        0.084   1000
ENSG00000164867    7  150688083  150711676      4       1  10000   -0.0065955      0.50263        0.485   1000
ENSG00000181652    7  150709335  150721586      1       1  10000       1.6301      0.05154        0.058   1000
ENSG00000197150    7  150725509  150744869      6       2  10000      0.16701      0.43368        0.391   1000
ENSG00000243433    7  150725868  150726841      6       3  10000      -1.6598      0.95153         0.97   1000
ENSG00000213199    7  150745379  150749841     22       7  10000       1.0211      0.15361         0.14   1000
ENSG00000164885    7  150750899  150755617      1       1  10000      0.19601       0.4223        0.418   1000
ENSG00000164889    7  150755299  150773614      3       1  10000      -1.1134      0.86723        0.885   1000
ENSG00000244151    7  150771829  150773617      6       3  10000      0.27644       0.3911        0.388   1000
ENSG00000164896    7  150773680  150777949     46       6  10000       2.2569     0.012006        0.023   1000
ENSG00000033050    7  150904923  150924316     45       6  10000        1.002      0.15817        0.159   1000
ENSG00000033100    7  150929575  150935913     28       3  10000       1.4573     0.072517        0.068   1000
ENSG00000082014    7  150936059  150974538      9       3  10000       2.1592     0.015419        0.012   1000
ENSG00000013374    7  151038785  151075535     41       9  10000      0.94219      0.17305        0.145   1000
ENSG00000187260    7  151078207  151107813     38       7  10000        1.982     0.023741        0.029   1000
ENSG00000243836    7  151106247  151110440      2       1  10000     -0.21246      0.58413        0.593   1000
ENSG00000127377    7  151127056  151137130      3       1  10000      -1.3453      0.91073        0.919   1000
ENSG00000241959    7  151161738  151162024      3       2  10000     -0.30186      0.61862        0.611   1000
ENSG00000106615    7  151163098  151217206      3       2  10000     -0.04064      0.51621        0.491   1000
ENSG00000240132    7  151198964  151200549      1       1  10000       1.0207       0.1537        0.151   1000
ENSG00000106617    7  151253197  151574210      1       1  10000       1.3435      0.08955        0.109   1000
ENSG00000242048    7  151503576  151507906      1       1  10000     -0.98017       0.8365        0.847   1000
ENSG00000239911    7  151574127  151576308     10       4  10000     0.019925      0.49205        0.459   1000
ENSG00000106648    7  151653464  151717019    120      23  10000      -1.0108      0.84395        0.843   1000
ENSG00000178234    7  151722778  151819432     24       3  10000     -0.64224      0.73964        0.723   1000
ENSG00000213188    7  151825964  151826771      1       1  10000     -0.70856       0.7607        0.739   1000
ENSG00000055609    7  151832010  152133090     30       2  10000      -1.1411      0.87308        0.937   1000
ENSG00000241007    7  152064604  152065746     17       1  10000     -0.17114      0.56794        0.545   1000
ENSG00000241735    7  152133980  152140272      4       1  10000      -0.1576      0.56261        0.569   1000
ENSG00000261455    7  152160871  152162634    159      18  10000      -1.1558      0.87611        0.896   1000
ENSG00000196584    7  152343589  152373250    202      30  10000      0.36449      0.35775        0.332   1000
ENSG00000214003    7  152446164  152446820      1       1  10000       -1.052       0.8536         0.86   1000
ENSG00000133627    7  152456834  152552463     53       9  10000     -0.16816      0.56677        0.534   1000
ENSG00000234722    7  153097005  153111048      3       2  10000     -0.43394      0.66783        0.648   1000
ENSG00000130226    7  153584182  154685995      2       1  10000     -0.12778      0.55084        0.526   1000
ENSG00000270114    7  153723372  153735689     35       3  10000     -0.53405      0.70335        0.714   1000
ENSG00000203335    7  153752670  153756646     12       2  10000       1.5878     0.056162        0.072   1000
ENSG00000233363    7  153789286  153793128     37       6  10000       2.0022     0.022633        0.033   1000
ENSG00000214106    7  154720208  154741618    115      11  10000       2.2618     0.011854        0.019   1000
ENSG00000157212    7  154735397  154794794     51       2  10000       1.2367       0.1081        0.111   1000
ENSG00000272760    7  154742936  154743898    122      14  10000       3.6166   0.00014927       0.0001  10000
ENSG00000273183    7  154748139  154748817     35       2  10000       0.9867      0.16189        0.162   1000
ENSG00000273344    7  154795158  154797413    106       8  10000       2.4095    0.0079874        0.015   1000
ENSG00000220575    7  154858777  154863267    224      17  10000        3.515   0.00021988       0.0003  10000
ENSG00000157219    7  154862034  154877459      8       3  10000       2.5843    0.0048794       0.0054   5000
ENSG00000273117    7  155087628  155089251     63       8  10000      0.14558      0.44212        0.445   1000
ENSG00000218672    7  155174771  155189051    104      20  10000      0.11668      0.45356        0.421   1000
ENSG00000260426    7  155192617  155194477    107      21  10000   -0.0065259       0.5026        0.491   1000
ENSG00000164778    7  155250824  155257526      2       1  10000      0.25973      0.39754        0.348   1000
ENSG00000216895    7  155403925  155437899     13       4  10000       1.5144     0.064958        0.069   1000
ENSG00000184863    7  155437145  155574179     16       3  10000     -0.22981      0.59088        0.578   1000
ENSG00000164690    7  155592680  155604967      2       1  10000     -0.35495      0.63869        0.627   1000
ENSG00000228569    7  156225217  156228527      1       1  10000     -0.29683       0.6167        0.631   1000
ENSG00000233878    7  156230483  156238282    324      32  10000     -0.25558      0.60086        0.562   1000
ENSG00000182648    7  156264890  156433348     62      12  10000      0.21579      0.41458         0.35   1000
ENSG00000234450    7  156426049  156426481      1       1  10000     -0.45126       0.6741        0.682   1000
ENSG00000105982    7  156433441  156469824      9       2  10000        1.002      0.15817        0.137   1000
ENSG00000224903    7  156446879  156450387      7       2  10000       2.6388      0.00416       0.0058   5000
ENSG00000105983    7  156470485  156685924    349      14  10000      -1.3832       0.9167         0.96   1000
ENSG00000146909    7  156742417  156765876    406      17  10000      -2.1256      0.98323        0.999   1000
ENSG00000009335    7  156931607  157062066    150       7  10000      0.46788      0.31993        0.294   1000
ENSG00000225224    7  156985062  156985526     14       1  10000      0.21331      0.41554        0.386   1000
ENSG00000236018    7  156990294  156991205      1       1  10000     -0.28532       0.6123        0.617   1000
ENSG00000105993    7  157129660  157210133     17       2  10000     -0.58182      0.71966        0.741   1000
ENSG00000155093    7  157331750  158380480    400      33  10000      0.34359      0.36558        0.323   1000
ENSG00000222012    7  157406715  157411457      2       1  10000      0.96451       0.1674        0.176   1000
ENSG00000231980    7  157820065  157823820      5       2  10000      0.15335      0.43906        0.424   1000
ENSG00000225365    7  158330187  158332571      8       2  10000     -0.26071      0.60284        0.578   1000
ENSG00000232715    7  158383321  158383812      1       1  10000       1.1392       0.1273        0.145   1000
ENSG00000224324    7  158415880  158416141      1       1  10000      0.15224       0.4395        0.461   1000
ENSG00000146918    7  158424005  158497520    172      12  10000      -0.3969      0.65428        0.617   1000
ENSG00000117868    7  158523686  158622729    452      21  10000       -0.765      0.77787        0.784   1000
ENSG00000126870    7  158649269  158738880    130       7  10000       -1.058      0.85497        0.887   1000
ENSG00000231419    7  158799213  158822886     28       3  10000       -1.346      0.91085        0.983   1000
ENSG00000106018    7  158820866  158937649    469      31  10000      0.26992      0.39361        0.355   1000
ENSG00000176269    8     116049     117043    133      14  10000       2.1367      0.01631        0.021   1000
ENSG00000223508    8     163186     182231    283      29  10000       1.5926     0.055628        0.064   1000
ENSG00000172748    8     182137     214703     25       4  10000     -0.13207      0.55254        0.541   1000
ENSG00000272812    8     183119     183692      2       1  10000       2.5596    0.0052399       0.0032   5000
ENSG00000272240    8     184347     184887     89       8  10000     -0.39022      0.65181        0.643   1000
ENSG00000273402    8     187045     187669     34       4  10000     -0.35811      0.63987        0.625   1000
ENSG00000254104    8     214315     214672      2       1  10000       1.0618      0.14417        0.144   1000
ENSG00000249868    8     261133     281026      4       2  10000     -0.85031      0.80242        0.803   1000
ENSG00000182366    8     325931     333174    290      28  10000     -0.41221      0.65991        0.628   1000
ENSG00000147364    8     356808     427967     94      20  10000      -1.1093      0.86635         0.87   1000
ENSG00000272293    8     400714     401343      4       2  10000       3.4491   0.00028122       0.0005  10000
ENSG00000180190    8     439792     495781     16       5  10000        1.107      0.13416         0.13   1000
ENSG00000104714    8     564746     681239    337      29  10000       1.4234     0.077317        0.087   1000
ENSG00000254207    8     675188     675877      4       1  10000       1.6211       0.0525        0.057   1000
ENSG00000198010    8     687596    1656640      3       1  10000      -0.6934      0.75597        0.774   1000
ENSG00000254160    8    1196789    1198760      1       1  10000       1.9058      0.02834        0.026   1000
ENSG00000260721    8    1316808    1317999     18       7  10000       2.9112    0.0018003       0.0028   5000
ENSG00000253267    8    1513675    1570583      3       2  10000       1.1223      0.13086        0.109   1000
ENSG00000254265    8    1678372    1679618      5       2  10000       1.2053      0.11404        0.096   1000
ENSG00000253982    8    1710156    1712668    133      13  10000      0.81412      0.20779        0.195   1000
ENSG00000182372    8    1711870    1749877    105       8  10000      0.79956      0.21198        0.203   1000
ENSG00000104728    8    1772142    1906807    158      21  10000       2.2269     0.012976        0.021   1000
ENSG00000253696    8    1919563    1924644      1       1  10000     -0.27645       0.6089        0.616   1000
ENSG00000253764    8    1920736    1922803     54       8  10000      0.44322       0.3288        0.334   1000
ENSG00000176595    8    1922044    1955102     34       9  10000     -0.39755      0.65452        0.658   1000
ENSG00000270988    8    1922984    1923480     13       4  10000      0.97209       0.1655        0.159   1000
ENSG00000253805    8    1981650    1983729     14       3  10000     -0.96575      0.83292        0.895   1000
ENSG00000036448    8    1993155    2093380    255      24  10000        1.547     0.060927        0.062   1000
ENSG00000253444    8    2350992    2369693      7       2  10000     -0.58095      0.71936        0.723   1000
ENSG00000254319    8    2523591    2585991     57       7  10000       1.1932      0.11639        0.108   1000
ENSG00000253853    8    2584858    2680004     76      14  10000       2.1164     0.017156        0.018   1000
ENSG00000183117    8    2792876    4852494    197      19  10000     -0.22284      0.58817        0.546   1000
ENSG00000253162    8    3230875    3232748      6       2  10000      -1.0864      0.86135        0.879   1000
ENSG00000264588    8    4250344    4250612     28       1  10000      0.75939      0.22381        0.216   1000
ENSG00000254244    8    4644854    4646106     15       4  10000       1.5034     0.066368        0.064   1000
ENSG00000246089    8    6261072    6264663    211      20  10000       1.2055        0.114        0.096   1000
ENSG00000147316    8    6264113    6506025    197      14  10000      0.88847      0.18714        0.157   1000
ENSG00000253550    8    6331366    6331809      8       2  10000      -1.0664      0.85688        0.905   1000
ENSG00000091879    8    6357172    6420930      7       1  10000       1.9103     0.028049        0.021   1000
ENSG00000271743    8    6473125    6474719    140      24  10000     -0.40706      0.65802        0.642   1000
ENSG00000249898    8    6475996    6565730    149      25  10000     -0.22968      0.59083        0.569   1000
ENSG00000155189    8    6565878    6617187     10       3  10000    -0.010013      0.50399        0.466   1000
ENSG00000164825    8    6728097    6735544     78       5  10000       1.0284      0.15189        0.143   1000
ENSG00000164821    8    6793344    6795860      1       1  10000      -1.5333       0.9374        0.951   1000
ENSG00000206047    8    6835171    6837602      1       1  10000      -1.4318       0.9239        0.932   1000
ENSG00000240247    8    6854288    6856717      3       2  10000      -3.1112      0.99907        0.999   1000
ENSG00000239839    8    6873391    6875823     38       9  10000     -0.48133      0.68486        0.671   1000
ENSG00000164816    8    6912826    6914256      4       2  10000       0.9646      0.16737        0.159   1000
ENSG00000228744    8    6980379    6981226      1       1  10000      0.75942       0.2238        0.239   1000
ENSG00000249005    8    7129670    7132680     90       7  10000     -0.85724      0.80434        0.857   1000
ENSG00000233295    8    7152536    7155546     89       8  10000     -0.95944      0.83133        0.899   1000
ENSG00000215374    8    7159133    7212876     86      20  10000      0.95915      0.16874        0.149   1000
ENSG00000206034    8    7170368    7177473      1       1  10000      0.17128        0.432        0.447   1000
ENSG00000230549    8    7189909    7191501     94      16  10000      0.93025      0.17612        0.135   1000
ENSG00000236125    8    7194637    7196229     11       3  10000     -0.48193      0.68507        0.684   1000
ENSG00000235778    8    7199348    7200464     22       3  10000         2.84    0.0022557       0.0024   5000
ENSG00000234749    8    7421872    7424882      5       3  10000       2.0522     0.020077        0.028   1000
ENSG00000233176    8    7449528    7450438     94      11  10000      0.83884      0.20078         0.15   1000
ENSG00000255211    8    7824866    7826066     17       1  10000       0.2622      0.39658         0.34   1000
ENSG00000233115    8    7869304    7874533     10       1  10000     -0.73632      0.76923        0.785   1000
ENSG00000215354    8    7876951    7882174     58       5  10000     -0.99604      0.84039        0.928   1000
ENSG00000254229    8    7884599    7889827     37       7  10000       1.2668      0.10262        0.085   1000
ENSG00000255459    8    7943544    7944287      1       1  10000      0.31758       0.3754        0.392   1000
ENSG00000249188    8    8011830    8074438     87       6  10000       4.0022   3.1376e-05       0.0003  10000
ENSG00000253893    8    8025341    8084136      5       2  10000       3.0789    0.0010388       0.0018  10000
ENSG00000173295    8    8086117    8102387   1916      47  10000       4.5749   2.3822e-06       0.0001  10000
ENSG00000253981    8    8093525    8102189      1       1  10000       1.6001      0.05479        0.061   1000
ENSG00000253505    8    8272200    8282142      1       1  10000     -0.16391       0.5651        0.578   1000
ENSG00000253958    8    8559448    8561616     59       7  10000       3.4114   0.00032318       0.0006  10000
ENSG00000254367    8    8581203    8639989      2       1  10000      0.75496      0.22514        0.207   1000
ENSG00000147324    8    8640864    8751155    110      11  10000       1.1827      0.11846        0.112   1000
ENSG00000270966    8    8791231    8791516      1       1  10000     -0.12465       0.5496        0.533   1000
ENSG00000233609    8    8818710    8836535   1521      32  10000       4.7474   1.0301e-06       0.0004  10000
ENSG00000104626    8    8859657    8890851    136      12  10000       2.6716    0.0037746       0.0068   5000
ENSG00000173281    8    8993765    9009084      5       2  10000      0.28822      0.38659         0.35   1000
ENSG00000254340    8    8998934    9002945     28       3  10000       2.0251     0.021426        0.021   1000
ENSG00000253426    8    9009252    9025646     18       3  10000       1.7323     0.041606        0.033   1000
ENSG00000272267    8    9412654    9414030    560      13  10000        4.539   2.8262e-06       0.0001  10000
ENSG00000173273    8    9413424    9639856    526      18  10000       3.9043   4.7256e-05       0.0001  10000
ENSG00000260093    8    9907995    9911764      1       1  10000        1.172       0.1206        0.105   1000
ENSG00000175806    8    9911778   10286401     36      11  10000       4.3817   5.8879e-06       0.0001  10000
ENSG00000261451    8   10291182   10295822    348      31  10000       3.4535   0.00027665       0.0009  10000
ENSG00000253641    8   10332075   10339484    113      26  10000       4.3675   6.2828e-06       0.0002  10000
ENSG00000253678    8   10335001   10336885    168      14  10000       1.7849     0.037141        0.049   1000
ENSG00000272505    8   10344317   10347176    553      38  10000       3.3286   0.00043637        0.002   5000
ENSG00000253649    8   10352364   10405067    462      24  10000       3.7314   9.5196e-05       0.0014  10000
ENSG00000184647    8   10383056   10411676    250      25  10000    -0.081638      0.53253        0.467   1000
ENSG00000171056    8   10581278   10588022     14       1  10000    -0.081555       0.5325        0.468   1000
ENSG00000248896    8   10586824   10628902      3       1  10000       0.9062      0.18241        0.186   1000
ENSG00000254093    8   10622473   10697386    894      19  10000       1.9623     0.024864        0.024   1000
ENSG00000171044    8   10754033   11058875    181      10  10000        2.629    0.0042816       0.0086   5000
ENSG00000269918    8   10962201   10964214   2204      38  10000       2.4899    0.0063885        0.014   1000
ENSG00000255310    8   10965298   10967236    672      16  10000       2.2773     0.011384        0.016   1000
ENSG00000254936    8   10980891   10983574     18       4  10000       3.6356   0.00013868       0.0003  10000
ENSG00000215346    8   10983980   10987745    147      12  10000      0.41558      0.33886        0.282   1000
ENSG00000254556    8   10994408   10996117    205      10  10000       1.5361     0.062257        0.054   1000
ENSG00000270076    8   11060474   11061180      1       1  10000         1.38       0.0838        0.077   1000
ENSG00000104643    8   11141925   11185655    143      12  10000       1.4974     0.067145         0.07   1000
ENSG00000246477    8   11173368   11182938      2       1  10000      0.24846      0.40189        0.378   1000
ENSG00000177710    8   11188397   11189717     26       5  10000     -0.76328      0.77735        0.777   1000
ENSG00000154316    8   11197146   11225961   1410      26  10000       1.9261     0.027045        0.031   1000
ENSG00000255020    8   11203257   11205011   2003      37  10000       2.0089     0.022274        0.023   1000
ENSG00000184608    8   11225911   11296167     63      12  10000      0.21474      0.41499        0.395   1000
ENSG00000154319    8   11278972   11324276   1382      28  10000       1.5203      0.06422        0.059   1000
ENSG00000269954    8   11409997   11410500     21       5  10000      0.95496       0.1698        0.156   1000
ENSG00000154328    8   11627148   11644855    107      20  10000      0.88254      0.18874        0.178   1000
ENSG00000227203    8   11647514   11647895     23       7  10000      -1.0125      0.84436        0.866   1000
ENSG00000079459    8   11653082   11696818     36       2  10000       1.1229      0.13074        0.127   1000
ENSG00000255046    8   11655437   11660077    105       9  10000      0.95821      0.16898        0.143   1000
ENSG00000164733    8   11700033   11725738   1097      27  10000       1.4941     0.067572        0.051   1000
ENSG00000269899    8   11703663   11703900      2       1  10000      -1.2199      0.88875        0.928   1000
ENSG00000254948    8   11777409   11778318      1       1  10000      0.20624       0.4183        0.398   1000
ENSG00000206014    8   11786106   11787072    859      19  10000       1.6659     0.047862        0.041   1000
ENSG00000205882    8   11850683   11853821    220      16  10000       1.9727     0.024265        0.025   1000
ENSG00000255174    8   11856596   11856977    172      11  10000       1.7797     0.037561        0.038   1000
ENSG00000254507    8   11860909   11861591   1175      27  10000       1.5636     0.058953        0.052   1000
ENSG00000255098    8   11870545   11873043    841      18  10000        1.626     0.051972        0.045   1000
ENSG00000254923    8   11985616   11986807    498      20  10000        2.708    0.0033841       0.0078   5000
ENSG00000226430    8   11989926   11991947    280      16  10000       2.6649    0.0038509       0.0076   5000
ENSG00000223443    8   11994677   11996586    456      22  10000       2.8056     0.002511        0.007   5000
ENSG00000254866    8   12008404   12008643     73       9  10000       2.8096    0.0024801       0.0024   5000
ENSG00000205879    8   12030270   12033280     69       9  10000       3.6808   0.00011625       0.0003  10000
ENSG00000249889    8   12036206   12040228    711      19  10000       2.0433     0.020511        0.023   1000
ENSG00000186523    8   12039960   12051636     71       8  10000        1.784      0.03721        0.039   1000
ENSG00000255495    8   12051976   12053789   1234      41  10000       2.6507    0.0040164        0.013   5000
ENSG00000254527    8   12063268   12063898    552      18  10000       2.0913     0.018251        0.019   1000
ENSG00000227888    8   12219528   12245805   1172      42  10000       2.9813     0.001435       0.0072   5000
ENSG00000254423    8   12231875   12233055    913      32  10000        3.149    0.0008191       0.0054   5000
ENSG00000255556    8   12236188   12237774    985      37  10000       3.2997   0.00048394       0.0032   5000
ENSG00000242296    8   12250718   12257875    205      17  10000       3.0943   0.00098642       0.0022   5000
ENSG00000270074    8   12270336   12271882    205      14  10000       3.1734   0.00075324       0.0014  10000
ENSG00000251402    8   12272589   12275599    611      25  10000       2.0531     0.020031        0.025   1000
ENSG00000250794    8   12278541   12282509     68       8  10000       1.7184     0.042863        0.043   1000
ENSG00000145002    8   12283123   12293852    170      18  10000       3.8219   6.6211e-05       0.0002  10000
ENSG00000255549    8   12305522   12368787    121       8  10000       4.0857   2.1973e-05       0.0002  10000
ENSG00000270154    8   12333971   12334631    467      20  10000       2.7078    0.0033866       0.0096   5000
ENSG00000242607    8   12427859   12428639     42       3  10000       1.3871     0.082702         0.07   1000
ENSG00000244289    8   12485985   12486765      8       3  10000        1.033       0.1508        0.146   1000
ENSG00000154359    8   12579403   12612999     69       5  10000       3.8342   6.2979e-05       0.0001  10000
ENSG00000250305    8   12803151   12889012    220      24  10000       3.2879   0.00050469       0.0008  10000
ENSG00000251468    8   12815896   12819709      3       2  10000      0.24055      0.40495        0.371   1000
ENSG00000164741    8   12940870   13372396     25       8  10000     -0.92652      0.82291        0.807   1000
ENSG00000253932    8   13196083   13200263    130      10  10000     -0.58335      0.72017        0.706   1000
ENSG00000164743    8   13424352   13425796      8       2  10000    -0.073592      0.52933        0.519   1000
ENSG00000254491    8   13441398   13442042     13       3  10000       1.6301      0.05154        0.064   1000
ENSG00000255413    8   13599318   13600290     18       5  10000       -1.059       0.8552        0.866   1000
ENSG00000254425    8   13766740   13767289      5       3  10000      0.85064      0.19748        0.193   1000
ENSG00000255437    8   13880196   13880931      2       1  10000      0.40608      0.34234        0.335   1000
ENSG00000185053    8   13947373   15095848     95      10  10000     -0.73402      0.76853        0.764   1000
ENSG00000254575    8   14018806   14022868      6       2  10000       3.2506   0.00057574       0.0008  10000
ENSG00000214366    8   14166542   14167181      6       2  10000       1.3578     0.087261        0.084   1000
ENSG00000104723    8   15397732   15624158    123      13  10000     -0.60111      0.72612        0.693   1000
ENSG00000248423    8   15546423   15547071      2       1  10000       1.2246      0.11036        0.089   1000
ENSG00000250483    8   15663658   15664792     62       6  10000      -1.2217      0.88909         0.93   1000
ENSG00000038945    8   15965387   16050300    233      15  10000       3.0069    0.0013195       0.0032   5000
ENSG00000078579    8   16849678   16859690     33       4  10000      -1.5959      0.94475         0.99   1000
ENSG00000155970    8   16884747   16980153    129      19  10000       2.9117    0.0017973       0.0014  10000
ENSG00000249258    8   16988690   17007298     10       3  10000      0.73368      0.23157        0.224   1000
ENSG00000104219    8   17013538   17082308    117      10  10000      0.87459       0.1909        0.177   1000
ENSG00000198791    8   17082473   17104387    107      11  10000       3.9975   3.2007e-05       0.0003  10000
ENSG00000155975    8   17104080   17155533    182      24  10000       4.1476   1.6796e-05       0.0001  10000
ENSG00000003987    8   17155539   17270836    287      27  10000       3.8812   5.1981e-05       0.0004  10000
ENSG00000003989    8   17354597   17428082     97      21  10000     -0.44622      0.67228        0.674   1000
ENSG00000104213    8   17433942   17500642     53       7  10000     -0.99949      0.84122        0.852   1000
ENSG00000129422    8   17501304   17658426    499      38  10000      0.10351      0.45878        0.432   1000
ENSG00000253168    8   17561497   17563696      2       1  10000      0.38801      0.34901        0.354   1000
ENSG00000253944    8   17658854   17718578      4       1  10000     -0.56218        0.713        0.713   1000
ENSG00000253671    8   17666450   17678377    329      11  10000      0.71265      0.23803        0.232   1000
ENSG00000104760    8   17721889   17767874    556      22  10000      0.71751      0.23653        0.225   1000
ENSG00000253215    8   17739552   17740170    285      12  10000       1.4275     0.076718        0.077   1000
ENSG00000254054    8   17763265   17765396    258      11  10000       1.3434     0.089579        0.095   1000
ENSG00000078674    8   17780349   17887453    592      18  10000        1.603     0.054466        0.059   1000
ENSG00000104763    8   17913501   17942507    742      26  10000       1.1868      0.11764        0.117   1000
ENSG00000245281    8   17942377   17953903    190      14  10000      0.77382      0.21952        0.185   1000
ENSG00000253384    8   17946078   17947196     17       3  10000     -0.20698      0.58199        0.527   1000
ENSG00000171428    8   18067602   18081198     16       4  10000     -0.96973      0.83391         0.86   1000
ENSG00000244593    8   18240784   18241427     22       3  10000     0.029436      0.48826        0.466   1000
ENSG00000271654    8   18244618   18245287     10       3  10000       1.6898     0.045529        0.052   1000
ENSG00000156006    8   18248755   18258728     33       3  10000     -0.23048      0.59114        0.555   1000
ENSG00000156011    8   18384811   18871196     98      16  10000       2.3293    0.0099212        0.015   1000
ENSG00000187229    8   18578415   18591915     11       2  10000     -0.34196      0.63381        0.622   1000
ENSG00000244018    8   18632057   18632428      3       1  10000      0.69416      0.24379        0.202   1000
ENSG00000270255    8   18859137   18859460      2       1  10000     -0.31929      0.62524         0.64   1000
ENSG00000253557    8   18942502   19116979      3       1  10000      0.60788      0.27163        0.262   1000
ENSG00000104611    8   19171128   19253729     24       3  10000      0.31966      0.37461        0.307   1000
ENSG00000147408    8   19261672   19540094    337      23  10000       1.5784      0.05724        0.045   1000
ENSG00000104613    8   19674651   19709589    143      12  10000       1.0596      0.14467        0.122   1000
ENSG00000175445    8   19796482   19824769    115       9  10000      0.38783      0.34907        0.307   1000
ENSG00000036565    8   20002366   20040717    125      20  10000        1.462     0.071872        0.068   1000
ENSG00000147416    8   20054878   20079212      1       1  10000      -1.1973       0.8844        0.867   1000
ENSG00000061337    8   20103676   20161474     71      11  10000       1.5403     0.061741        0.061   1000
ENSG00000253733    8   20133284   20147969      1       1  10000       1.2669       0.1026        0.108   1000
ENSG00000253300    8   20513202   20557645     13       2  10000      0.34967      0.36329        0.313   1000
ENSG00000253866    8   20791946   20792348      2       1  10000      -1.4698      0.92919        0.938   1000
ENSG00000254260    8   20798939   20807686     86       2  10000     0.080728      0.46783        0.435   1000
ENSG00000254092    8   20810156   20831388     53      13  10000       1.7361     0.041276        0.046   1000
ENSG00000253147    8   20810638   20826415      1       1  10000     -0.79743       0.7874        0.761   1000
ENSG00000253199    8   20831308   20852630     33       1  10000     -0.83431      0.79795        0.806   1000
ENSG00000254040    8   20880807   20886569      7       4  10000     -0.32135      0.62603        0.634   1000
ENSG00000168546    8   21547915   21669869     19       2  10000       3.0563    0.0011205        0.001  10000
